latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
-33.44529314,-70.56704693,41.3631,0.8056,"POLYGON((-70.5670231712568 -33.4452575142395, -70.5670901896708 -33.4452633038942, -70.5670862029758 -33.445295736648, -70.5670611158215 -33.4452935693984, -70.5670558581048 -33.4453363420917, -70.5670139267991 -33.4453327196842, -70.5670231712568 -33.4452575142395))",47RFHC3M+V5P7
-33.4955641,-70.70863496,180.323,0.8865,"POLYGON((-70.7085513695914 -33.4955218471456, -70.708621156204 -33.4954973027422, -70.7086124269562 -33.4954798800234, -70.7086579532101 -33.4954638681178, -70.7087065126818 -33.4955607878409, -70.708667422181 -33.4955745362521, -70.7086996847724 -33.4956389289937, -70.7086234622714 -33.4956657369551, -70.7085513695914 -33.4955218471456))",47RFG73R+QGHG
-33.44027347,-70.69300813,134.2099,0.8397,"POLYGON((-70.6929331767684 -33.4402321502806, -70.6930755285102 -33.4402238512476, -70.6930830714387 -33.4403147900737, -70.6929407195525 -33.44032308912, -70.6929331767684 -33.4402321502806))",47RFH854+VQX4
-33.42373487,-70.64152875,16.0434,0.735,"POLYGON((-70.641511971622 -33.4237561833547, -70.6415027416174 -33.4237215673079, -70.6415455149479 -33.4237135478797, -70.6415547449683 -33.4237481639229, -70.641511971622 -33.4237561833547))",47RFH9G5+G95J
-33.44342479,-70.68675481,120.0879,0.835,"POLYGON((-70.6867144065004 -33.4435035143465, -70.6867226492218 -33.4433434299854, -70.6867952230653 -33.4433460562911, -70.6867869804775 -33.4435061406532, -70.6867144065004 -33.4435035143465))",47RFH847+J7Q5
-33.41246091,-70.57715461,300.9073,0.8233,"POLYGON((-70.5771351 -33.4125311, -70.5771236 -33.4125561, -70.5770371 -33.4125282, -70.5771164 -33.4123552, -70.5772734 -33.4124058, -70.5772056 -33.4125538, -70.5771351 -33.4125311))",47RFHCQF+249C
-33.50617965,-70.6761457,16.6067,0.6946,"POLYGON((-70.6761413227749 -33.5062061742021, -70.6761173802701 -33.5061672356783, -70.6761500730717 -33.5061531280508, -70.6761740155868 -33.506192066568, -70.6761413227749 -33.5062061742021))",47RFF8VF+GGHV
-33.48014831,-70.62817128,44.3024,0.7185,"POLYGON((-70.6282128382566 -33.4801764673205, -70.628103484744 -33.4801600968598, -70.6281097692994 -33.4801306173493, -70.6281859280458 -33.4801420184921, -70.6281919604969 -33.4801137214149, -70.6282251552163 -33.4801186907267, -70.6282128382566 -33.4801764673205))",47RFG99C+WPW4
-33.43547294,-70.70304182,94.9892,0.7106,"POLYGON((-70.7029505479181 -33.4354840548498, -70.702963545526 -33.4354320443573, -70.7031331053358 -33.4354618309358, -70.7031201078258 -33.4355138414449, -70.7029505479181 -33.4354840548498))",47RFH77W+RQ84
-33.40619236,-70.6956507,211.8998,0.8555,"POLYGON((-70.6955372679511 -33.4061518618354, -70.6955839031393 -33.4061385375789, -70.6955919852222 -33.4061584359141, -70.6957259019453 -33.4061201741105, -70.6957651958954 -33.4062169165195, -70.6955846438065 -33.4062685026441, -70.6955372679511 -33.4061518618354))",47RFH8V3+GPH6
-33.48138312,-70.68027552,6.2538,0.7511,"POLYGON((-70.6802622862816 -33.4813945721709, -70.6802618510016 -33.4813720327004, -70.6802887485249 -33.4813716679436, -70.6802891838119 -33.4813942074138, -70.6802622862816 -33.4813945721709))",47RFG899+CVXJ
-33.45023553,-70.69479696,251.5188,0.8318,"POLYGON((-70.6947273713615 -33.4502890015576, -70.6947256895203 -33.4502675169596, -70.6946872372027 -33.4502696321836, -70.6946845851251 -33.4502357531288, -70.6946341089774 -33.4502385297529, -70.6946287369268 -33.4501699037024, -70.6946792130354 -33.4501671270819, -70.694682420401 -33.4502080997612, -70.6949430673658 -33.4501937616002, -70.6949495662458 -33.4502767786002, -70.6947273713615 -33.4502890015576))",47RFG8X4+W34F
-33.45406977,-70.55246486,10.9852,0.672,"POLYGON((-70.552445751764 -33.454083599047, -70.5524497744547 -33.4540528115557, -70.5524839524921 -33.4540559493741, -70.5524799298131 -33.4540867368666, -70.552445751764 -33.454083599047))",47RFGCWX+92F6
-33.51728519,-70.78968822,285.8165,0.8021,"POLYGON((-70.7897453141244 -33.5173525243844, -70.7897435637064 -33.5173329436628, -70.7897045526054 -33.5173353904643, -70.7897063030146 -33.5173549711866, -70.7896555667402 -33.5173581533801, -70.7896538163422 -33.5173385726571, -70.7895848043895 -33.5173429010727, -70.7895731287827 -33.5172122911436, -70.7896928768209 -33.5172047805531, -70.7896969131678 -33.5172499327721, -70.7898083209183 -33.5172429451773, -70.7898177108984 -33.517347983579, -70.7897453141244 -33.5173525243844))",47RFF6M6+34MH
-33.51022146,-70.64074673,112.207,0.6916,"POLYGON((-70.6406911706815 -33.5101801142613, -70.6407543126503 -33.5101827023173, -70.6407556957212 -33.5101590233383, -70.6408018675761 -33.5101609158042, -70.6407952669648 -33.5102739230698, -70.640685953016 -33.5102694425478, -70.6406911706815 -33.5101801142613))",47RFF9Q5+WP62
-33.39523894,-70.62832047,35.6013,0.7281,"POLYGON((-70.6282711243297 -33.3952366622472, -70.6283493112779 -33.3952053280876, -70.6283698802121 -33.3952406398338, -70.6282922167686 -33.3952728727752, -70.6282711243297 -33.3952366622472))",47RFJ93C+WM3G
-33.42334423,-70.75204836,10.1441,0.6943,"POLYGON((-70.7520365219928 -33.4233674073326, -70.7520393952472 -33.4233201993452, -70.7520602718775 -33.4233211545418, -70.7520572044478 -33.4233682948744, -70.7520365219928 -33.4233674073326))",47RFH6GX+M587
-33.49968232,-70.61885634,150.959,0.8765,"POLYGON((-70.6187969048463 -33.4997560416531, -70.6188257337411 -33.4995971259907, -70.6189157859854 -33.4996085925238, -70.6188869572514 -33.4997675082019, -70.6187969048463 -33.4997560416531))",47RFG92J+4FCP
-33.43065144,-70.67924983,135.3874,0.7541,"POLYGON((-70.679189556834 -33.4307040145205, -70.6791989941453 -33.4305845411453, -70.6792836154387 -33.430589240411, -70.6792807755987 -33.4306251923544, -70.679316135035 -33.4306271559486, -70.6793095377138 -33.4307106773841, -70.679189556834 -33.4307040145205))",47RFH89C+P8JR
-33.51335679,-70.63664589,11.8379,0.6683,"POLYGON((-70.6366320414896 -33.5133356383318, -70.6366589494945 -33.513335282746, -70.6366597530216 -33.5133779478284, -70.6366328450035 -33.5133783034151, -70.6366320414896 -33.5133356383318))",47RFF9P7+M85M
-33.46469772,-70.75686308,18.6806,0.7835,"POLYGON((-70.7568335921025 -33.4647161695479, -70.7568277332727 -33.4646891204085, -70.7568925519725 -33.4646792578408, -70.7568984108215 -33.4647063069766, -70.7568335921025 -33.4647161695479))",47RFG6PV+47C3
-33.51572214,-70.76829339,21.7143,0.6683,"POLYGON((-70.7682636860885 -33.5157392521977, -70.768266053072 -33.5157024334545, -70.7683230983392 -33.5157050065664, -70.76832073138 -33.5157418253097, -70.7682636860885 -33.5157392521977))",47RFF6MJ+PM84
-33.5162203,-70.78385104,211.94,0.8325,"POLYGON((-70.7836912134187 -33.5162465199922, -70.7836948674949 -33.5161816035373, -70.7840108747659 -33.5161940835749, -70.7840072209263 -33.5162590000307, -70.7836912134187 -33.5162465199922))",47RFF6M8+GF65
-33.51232727,-70.67050209,14.2119,0.6897,"POLYGON((-70.6704899503302 -33.5123490705834, -70.6704768567145 -33.5123158023003, -70.6705142328151 -33.5123054800883, -70.6705273264432 -33.5123387483671, -70.6704899503302 -33.5123490705834))",47RFF8QH+3Q9X
-33.48062256,-70.58618283,152.8815,0.8009,"POLYGON((-70.5861411820501 -33.4807034512998, -70.5861305578343 -33.4805461218316, -70.5862244827973 -33.4805416679209, -70.5862351071818 -33.4806989973764, -70.5861411820501 -33.4807034512998))",47RFGC97+QG42
-33.49609861,-70.76699499,25.1976,0.7184,"POLYGON((-70.7669507516007 -33.496111945016, -70.7669512443264 -33.4960841774099, -70.7670392329272 -33.4960852733701, -70.7670387402298 -33.4961130409756, -70.7669507516007 -33.496111945016))",47RFG63M+H662
-33.4156142,-70.72448419,74.2498,0.886,"POLYGON((-70.7244292403574 -33.4155835695747, -70.7245296514136 -33.4155740867821, -70.724539152409 -33.415644838985, -70.7244387412728 -33.4156543217879, -70.7244292403574 -33.4155835695747))",47RFH7MG+Q62G
-33.5003411,-70.63304078,43.2884,0.7234,"POLYGON((-70.6330042447373 -33.5003698735609, -70.6330096237803 -33.5003081782112, -70.6330773148905 -33.500312320622, -70.6330719358957 -33.5003740159729, -70.6330042447373 -33.5003698735609))",47RFF9X8+VQ88
-33.4971611,-70.67727003,113.3674,0.7678,"POLYGON((-70.677163636211 -33.4971798404498, -70.6771937959919 -33.4971723017067, -70.6771862891736 -33.4971512208685, -70.6773529898781 -33.4971095521829, -70.677372921307 -33.4971638569977, -70.6771755156839 -33.4972132006964, -70.677163636211 -33.4971798404498))",47RFG83F+43QF
-33.46602094,-70.56819541,129.0995,0.8824,"POLYGON((-70.5680803959914 -33.466013802541, -70.5682953770478 -33.4659727364285, -70.568310427515 -33.4660280819822, -70.5680954463312 -33.4660691481244, -70.5680803959914 -33.466013802541))",47RFGCMJ+HPV4
-33.4056045,-70.6291521,53.909,0.8122,"POLYGON((-70.629114816707 -33.4056404854464, -70.6291207286408 -33.4055647361405, -70.6291893840242 -33.4055685053646, -70.6291834721512 -33.4056442546719, -70.629114816707 -33.4056404854464))",47RFH9VC+Q85R
-33.47664047,-70.75507041,125.7502,0.6935,"POLYGON((-70.7549908 -33.4766755, -70.7550296 -33.4765797, -70.7551698 -33.4766196, -70.7551562 -33.4766531, -70.7551161 -33.4766417, -70.7550909 -33.476704, -70.7549908 -33.4766755))",47RFG6FV+8XV8
-33.49619708,-70.74486881,74.3546,0.8349,"POLYGON((-70.7448398595544 -33.4962504760379, -70.7448266808492 -33.4961502402644, -70.7448977612416 -33.4961436801136, -70.7449109400272 -33.4962439158778, -70.7448398595544 -33.4962504760379))",47RFG734+G3C2
-33.51748841,-70.71675281,2116.0017,0.9466,"POLYGON((-70.7163509548541 -33.5176005120101, -70.7164467251536 -33.5175636080217, -70.7163992764907 -33.5174772151896, -70.7169512613504 -33.5172645121778, -70.7169307579012 -33.517227180589, -70.7169575221629 -33.5172168671053, -70.7169780256208 -33.5172541986894, -70.7170502301438 -33.5172263749683, -70.7171588426831 -33.5174241298754, -70.7170598737202 -33.5174622671761, -70.7170844806398 -33.5175070698589, -70.7164367241839 -33.5177566775433, -70.7163509548541 -33.5176005120101))",47RFF7MM+275H
-33.41411062,-70.55592104,20.5151,0.6576,"POLYGON((-70.5559100350286 -33.4141383104635, -70.5558910404109 -33.4140958266753, -70.5559320620096 -33.4140829274744, -70.5559510566443 -33.4141254112563, -70.5559100350286 -33.4141383104635))",47RFHCPV+9J4G
-33.51529807,-70.61671577,293.0401,0.8071,"POLYGON((-70.6165332654439 -33.5153582232297, -70.6167292852658 -33.5152766134102, -70.616693922301 -33.5152170163508, -70.6167956865166 -33.5151746482217, -70.6168643869075 -33.515290428399, -70.6165666026836 -33.5154144064637, -70.6165332654439 -33.5153582232297))",47RFF9MM+V8M2
-33.5057908,-70.73842225,131.902,0.6596,"POLYGON((-70.7384193 -33.5059055, -70.7383692 -33.505685, -70.7384252 -33.5056761, -70.7384753 -33.5058966, -70.7384193 -33.5059055))",47RFF7V6+MJP7
-33.39772205,-70.63245347,18.3525,0.6634,"POLYGON((-70.6324081160157 -33.3977209383936, -70.6324930218598 -33.3977034090698, -70.6324988153953 -33.397723152538, -70.6324139095337 -33.3977406818662, -70.6324081160157 -33.3977209383936))",47RFJ929+W273
-33.47673017,-70.71977545,190.9359,0.7891,"POLYGON((-70.7197037653485 -33.4766592064879, -70.7198197998672 -33.4766449463319, -70.7198471332476 -33.476801140325, -70.7197310985276 -33.4768154005127, -70.7197037653485 -33.4766592064879))",47RFG7FJ+835J
-33.41053479,-70.66427124,27.1565,0.686,"POLYGON((-70.6642310069166 -33.4105203197256, -70.6643084780674 -33.410515484879, -70.6643114749849 -33.4105492609191, -70.6642340038048 -33.4105540957685, -70.6642310069166 -33.4105203197256))",47RFH8QP+Q7QM
-33.44491073,-70.69880396,130.7386,0.8393,"POLYGON((-70.6987510320769 -33.4448498692333, -70.6988517405623 -33.4448443023337, -70.6988593678072 -33.4449412749029, -70.6988378917791 -33.4449424620483, -70.6988407222534 -33.4449784486608, -70.6987614896517 -33.4449828284256, -70.6987510320769 -33.4448498692333))",47RFH842+2FPF
-33.47169847,-70.75125046,39.06,0.7635,"POLYGON((-70.7512407541936 -33.4717561716745, -70.7512268599386 -33.4716436529904, -70.7512601611935 -33.4716407647555, -70.7512740554909 -33.4717532834345, -70.7512407541936 -33.4717561716745))",47RFG6HX+8FH5
-33.46126193,-70.59941969,69.2033,0.7849,"POLYGON((-70.5993607774113 -33.4612929302003, -70.5993617759176 -33.4612517994884, -70.5993950249477 -33.4612523665454, -70.599395968637 -33.4612134932536, -70.5994452554421 -33.4612143338161, -70.5994443117748 -33.4612532071081, -70.5994782394992 -33.4612537857174, -70.5994772410481 -33.4612949164274, -70.5993607774113 -33.4612929302003))",47RFGCQ2+F6WG
-33.47720844,-70.71479136,9.1847,0.6556,"POLYGON((-70.714769841815 -33.4772013673267, -70.7147974765385 -33.4771897625269, -70.7148128794523 -33.4772155212996, -70.7147852447234 -33.4772271261033, -70.714769841815 -33.4772013673267))",47RFG7FP+438P
-33.42353051,-70.71607647,38.0839,0.7191,"POLYGON((-70.716048855125 -33.4235608719745, -70.7160364448518 -33.4235046747444, -70.7160894101204 -33.4234964503152, -70.7160971238958 -33.4235313803877, -70.7161249415912 -33.4235270608552, -70.716129638128 -33.4235483280053, -70.716048855125 -33.4235608719745))",47RFH7GM+HHMP
-33.49895753,-70.57637036,188.9889,0.8333,"POLYGON((-70.5763027329686 -33.4988660883063, -70.5763921918021 -33.4988515245823, -70.5764379847567 -33.4990489636938, -70.5763485257298 -33.4990635274563, -70.5763027329686 -33.4988660883063))",47RFGC2F+CF6J
-33.47735959,-70.56650417,124.6884,0.805,"POLYGON((-70.5664132939453 -33.477339946078, -70.5665754981226 -33.4773084824124, -70.5665950393069 -33.4773792290076, -70.566432835007 -33.4774106927026, -70.5664132939453 -33.477339946078))",47RFGCFM+395Q
-33.50882973,-70.74927411,36.2276,0.7908,"POLYGON((-70.7492393309756 -33.5088027556779, -70.7492917098658 -33.5087928672626, -70.7493088857935 -33.5088567133198, -70.7492565068674 -33.5088666017433, -70.7492393309756 -33.5088027556779))",47RFF7R2+F79R
-33.40626251,-70.73818382,33.6053,0.6929,"POLYGON((-70.7381387662764 -33.4062539134445, -70.7382118862724 -33.4062317309918, -70.7382288677948 -33.4062711063662, -70.7381557477714 -33.4062932888294, -70.7381387662764 -33.4062539134445))",47RFH7V6+FPWC
-33.51802639,-70.77941657,171.8951,0.8831,"POLYGON((-70.7794561372222 -33.5181067371765, -70.7794567159037 -33.5180829627116, -70.7793488510932 -33.5180811206222, -70.7793519558423 -33.5179535720533, -70.7794598204945 -33.5179554141453, -70.7794581927777 -33.5180222870333, -70.7794926565266 -33.5180228755779, -70.7794906010049 -33.5181073257206, -70.7794561372222 -33.5181067371765))",47RFF6JC+Q6PW
-33.46735025,-70.60958359,1716.2867,0.8776,"POLYGON((-70.6098405 -33.4669482, -70.6094275 -33.4679474, -70.6093164 -33.4679152, -70.6094447 -33.4676049, -70.6094365 -33.4676025, -70.6095133 -33.4674171, -70.6095213 -33.4674194, -70.6095232 -33.4674148, -70.6095357 -33.4674184, -70.6095595 -33.4673602, -70.6094768 -33.4673364, -70.6094759 -33.4673344, -70.6094912 -33.4672997, -70.6095153 -33.4673066, -70.6095369 -33.467254, -70.6095124 -33.4672468, -70.6095688 -33.4671113, -70.6095887 -33.467063, -70.6095337 -33.4670469, -70.6095562 -33.4669927, -70.609558 -33.4669932, -70.6095801 -33.4669392, -70.6095829 -33.46694, -70.6095889 -33.4669255, -70.6096408 -33.4669405, -70.6096594 -33.4668957, -70.6098405 -33.4669482))",47RFG9MR+353V
-33.40638416,-70.73830225,25.923,0.7265,"POLYGON((-70.7382914704445 -33.4064162639566, -70.7382694822055 -33.4063652795989, -70.7383130435972 -33.4063520643255, -70.7383350318584 -33.4064030486748, -70.7382914704445 -33.4064162639566))",47RFH7V6+CMWM
